Country,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Slovenia,12.0882,14.6674,14.8813,12.808,13.4907,12.2933,13.2168,10.8799,12.1208,13.4149,14.0263,13.1811,11.6192,10.6267,13.6403,11.4382,11.7352,10.8532,12.7456,15.6412,15.2275,12.763,14.7474,17.4511,21.4411,15.6194,16.6306,14.5496,17.2777,17.4304,19.7784,19.6105,15.9118,23.0258,24.7359,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,0.0290151,0.0280566,0.019459,0.0170197,0.0144636,0.0164766,0.0685257,0.494085,0.542418,0.605992,0.562377,0.902723,0.913069,0.904479,0.525345,0.426764,0.610895,0.349055,0.201719,0.173769,0.189616,0.484306,0.47491,0.843654,0.770578,0.272653,0.538505,0.203526,0.0395742,0.279198,0.131583,0.338192,0.538247,0.450422,0.222541,0.386394,0.512866,0.661481,0.328307,0.326535,0.384132,0.692007,0.722709,0.373111,0.389532,0.309906,0.691854,0.357634,0.397104,0.810189,1.29032,1.48231,2.16007,2.28997,2.23998,2.58229,3.24738,3.64823,3.75716,3.55673
South America,10.356,10.824,11.0465,10.9879,11.3221,12.9026,13.6242,14.4157,14.6871,15.6945,16.8247,17.4511,18.3724,19.2708,20.4802,22.0488,22.4222,23.8353,25.795,27.4552,28.7008,29.3899,30.1237,30.1213,30.5117,31.356,32.3387,31.7543,32.8036,32.8746,32.4858,32.3326,32.3066,32.0009,31.9764,32.4972,30.7449,31.9312,32.9802,32.076,32.7288,32.3518,32.3315,32.0174,33.3337,32.2528,32.3057,30.7673,29.7047,29.405,29.9911,30.9871,32.0023,33.9286,34.8385,37.3235,34.481,36.2775,37.5057,37.8328
South Korea,2.64214,3.02125,2.54308,2.16324,2.75417,2.02741,2.02626,2.02562,1.5372,2.19462,1.76199,1.67397,1.1332,1.31354,1.44779,1.17632,1.52009,1.0031,1.23479,0.984725,1.421,1.23722,1.42417,0.638935,0.87694,1.21087,0.793339,0.627153,0.78045,0.400822,0.476001,0.408134,0.376824,0.617086,0.555756,0.507887,0.292942,0.392748,0.562051,0.498853,0.420561,0.420154,0.476984,0.502393,0.544911,0.629822,0.742798,0.815715,0.99865,1.25937,1.45136,1.65046,1.97145,2.38372,2.80689,3.4663,3.87731,4.33253,4.65986,4.74818
South and Central America (EI),9.11188,9.51507,9.669,9.686,9.98763,11.1155,11.9516,12.4515,12.623,13.5911,14.5857,15.2471,15.9824,16.8902,18.0801,19.5421,19.8474,21.3049,23.1207,24.5516,25.9201,26.6969,27.3445,27.4487,27.6831,28.4412,29.357,28.9074,29.8193,29.7767,29.4497,29.3881,29.2964,28.9291,29.07,29.1396,27.3007,28.2546,29.0364,28.3998,28.9819,28.5795,28.7147,28.7386,29.9794,29.1597,29.3198,28.1868,27.3716,27.087,27.5292,28.4391,29.4398,31.1263,31.7329,34.377,31.9815,33.6255,34.5806,34.8792
Spain,16.379,20.0884,15.4451,15.8044,17.5393,14.758,15.3624,15.8473,11.7728,11.9573,9.94341,7.4995,13.7303,13.8922,14.8355,9.44133,6.99967,8.40309,8.4535,9.66632,9.70728,8.05372,8.0317,9.89784,5.23834,6.81897,7.06004,4.74343,6.2736,6.92714,5.62378,9.15576,7.89668,7.53448,5.34133,6.59801,8.70926,6.01643,9.20689,8.01971,6.44185,7.93348,8.86927,9.97207,12.9129,16.4903,15.3288,15.9172,19.2904,19.4455,16.9773,18.1174,15.3191,17.9229,17.0634,21.9292,22.2717,20.8768,24.822,25.8626
Sri Lanka,9.75981,10.3489,10.3788,11.5517,12.8926,10.4753,11.4749,11.2239,8.89342,14.9116,15.4291,16.1786,16.4785,17.6994,18.0084,18.0735,18.2803,17.3467,13.2827,21.6529,26.3369,27.6498,22.0516,26.6648,29.5933,29.7904,29.5791,25.5895,30.8132,30.6355,31.4035,21.3688,21.9547,23.41,23.2417,16.8226,16.7523,13.9791,16.628,15.2161,15.2436,18.9844,15.7966,17.4419,16.162,21.7935,16.358,11.6102,23.6402,14.6952,18.0686,11.9199,11.1023,16.0293,12.8243,14.8896,21.0046,23.449,20.9689,23.2497
Sweden,33.5262,30.7531,32.567,30.1116,25.7736,24.1407,29.8318,29.9693,31.6769,32.7484,31.0762,27.796,27.4937,25.4375,25.5277,26.3617,27.1013,26.339,30.8196,31.2904,30.0373,25.0062,30.0412,29.9664,31.5277,33.0941,28.996,33.4945,34.0158,26.9966,30.2736,23.689,30.6202,31.5885,31.0106,36.6557,34.2028,31.1034,27.3054,29.3361,33.9114,31.8331,34.1595,36.0481,38.6565,37.3703,38.6759,42.3462,38.2202,39.7032,45.5351,40.9056,41.6255,41.6068,43.7465,51.0558,50.01,52.4335,52.4589,51.3179
Switzerland,37.5734,39.9851,40.627,38.1872,35.2664,33.2476,32.3257,27.3102,27.1006,29.753,33.2507,27.8277,33.9276,31.2159,29.6689,31.1128,33.0104,34.4756,32.2855,28.3911,28.4758,27.9122,29.6491,30.3737,27.0878,25.9019,27.1359,27.2655,29.8948,31.1059,29.6004,25.1214,27.8014,27.2115,31.1224,29.4765,30.7476,28.0207,27.8664,27.0412,26.1397,25.2167,28.119,27.9721,28.1839,27.9695,27.1435,30.4484,29.9263,31.1151,32.1222,31.3756,31.2927,31.434,32.5589,35.5985,37.2757,31.0958,35.636,39.8679
Taiwan,10.2774,9.86882,8.94506,11.4409,8.61776,7.42626,6.3758,7.02272,5.61251,8.12573,8.24816,5.5037,4.70968,4.92453,4.26749,2.59131,4.53939,4.08175,3.83213,3.23065,4.22733,3.96579,3.29189,2.52602,2.58745,3.16408,1.86576,2.9157,1.75669,2.02641,1.87839,1.8043,1.88721,2.10303,1.72277,1.56632,1.73418,1.15801,1.21433,1.22197,1.40863,1.41124,1.53112,1.51317,1.46828,1.53237,1.60431,1.97102,1.96406,1.68757,1.75959,2.16219,2.0891,2.09378,2.61141,2.6758,2.93197,4.23494,5.00499,6.26825
Thailand,7.64539,8.119,9.17138,7.3333,5.16204,7.41396,7.67214,5.3264,5.46538,6.87421,8.62188,8.73697,7.12236,4.3076,6.27595,2.43646,5.67131,7.14491,6.21461,6.24976,5.40672,7.62649,4.89738,4.01735,5.12622,3.87786,3.23566,2.72425,2.09181,2.27755,3.056,2.9783,2.80671,2.24042,1.52097,2.43204,2.43214,2.66187,2.58033,2.20427,2.10755,2.72444,2.83172,2.86234,2.97951,2.75035,3.4417,3.78132,3.80041,4.23954,4.2016,4.61712,5.31763,6.379,6.95058,6.96992,7.03439,7.24794,7.60815,7.40275
Trinidad and Tobago,0.01,0.01,0.01,0.01,0.01,0.01,0.242206,0.175726,0.146797,0.131384,0.150011,0.110215,0.128237,0.160587,0.181753,0.169453,0.117274,0.0945976,0.0861828,0.0710402,0.0898884,0.132222,0.166992,0.132348,0.129545,0.139192,0.112593,0.127648,0.113026,0.12189,0.11591,0.0527033,0.055818,0.0549908,0.0494776,0.0537416,0.0736312,0.0601627,0.0275757,0.0464513,0.0406579,0.0412606,0.0307677,0.0329342,0.0322017,0.0049157,0.00495348,0.00710499,0.00696847,0.00692527,0.00714483,0.00802776,0.00755194,0.00801891,0.00793161,0.00912025,0.00889909,0.0088807,0.00931824,0.0107883
Turkey,6.99203,6.58057,6.62016,7.4522,7.36943,6.1201,4.79096,5.2242,3.82565,4.76824,7.34541,9.08215,8.54813,8.68919,10.1726,10.7766,11.8387,12.0659,9.33059,10.5162,8.71938,7.91129,10.8965,15.4398,9.72518,11.585,11.1378,12.4013,14.5922,13.571,14.1653,14.7565,13.9174,14.3765,12.0904,10.0956,8.6321,10.918,10.7344,13,10.8072,10.8739,8.32599,7.78434,8.47188,11.7104,11.3923,12.0311,13.0333,9.50081,13.673,13.9859,12.6316,14.1298,18.3837,18.1026,15.6962,18.0359,18.3256,19.7855
Turkmenistan,0.00582329,0.00467884,0.00470324,0.00467161,0.00454653,0.00517574,0.00569885,0.00845153,0.0109105,0.00819439,0.0106562,0.00878811,0.0112789,0.0118507,0.0112661,0.00672497,0.005735,0.00662943,0.00511659,0.00456729,0.00483816,0.00468402,0.00505439,0.00537202,0.00365261,0.00349681,0.00350378,0.00337747,0.0047804,0.00562493,0.00657881,0.00730217,0.00781431,0.00688527,0.00713898,0.00563663,0.00559841,0.00526535,0.00562391,0.00666179,,,,,,,,,,,,,,,,,,,,
USSR,3.27731,3.47516,3.189,3.61187,3.82234,3.93169,3.79931,3.52312,3.33601,3.41173,3.10195,3.2169,3.33502,3.69072,3.6415,3.80893,3.78649,3.45521,3.49422,3.79049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,1.07212,1.06143,0.935876,1.16344,1.03206,0.916034,1.08862,0.867308,1.38637,1.78142,1.4995,1.39587,1.65287,2.73754,2.52888,1.98461,2.13828,1.70912,1.59288,2.02276,2.08606,2.13642,1.73624,2.01425,2.40758,2.46363,1.98126,2.02098,2.87795,2.19857,1.85039,2.2772,2.86985,3.28219,3.21996,4.70727,5.89018,7.50286,8.77694,8.29878,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00180182,0.00493365,0.00525175,0.00581693,0.0196389,0.0698053,0.0622213,0.0625434,0.153722,0.263157,0.743936,1.08178,1.24289,1.41125,2.51448,2.51935
United Kingdom,0.553517,0.541824,0.583394,0.429143,0.362298,0.494374,0.374538,0.369117,0.400083,0.446892,0.446866,0.517584,0.442903,0.453378,0.457789,0.461833,0.530895,0.552213,0.550071,0.55049,0.460394,0.540149,0.47491,0.546998,0.534327,0.64315,0.577975,0.703686,0.634596,0.78485,0.751747,0.615328,0.787523,0.943347,1.05999,1.08697,1.04321,1.2373,1.19425,1.54878,1.86034,2.04688,2.33725,2.80961,2.98889,3.04327,4.26815,4.86868,6.65543,8.50553,10.5615,10.6591,12.4405,13.9801,15.6844,19.0683,17.4821,19.0724,19.9765,21.2927
United States,4.12671,3.94025,4.29033,4.09157,4.34482,4.15727,4.35934,4.27833,4.11791,4.63769,4.73847,4.31056,3.36353,4.09806,4.06543,4.18955,4.11419,4.98334,5.393,5.06642,4.53265,4.6612,4.01697,3.49525,4.10585,4.51578,4.51892,4.08334,4.37747,4.07643,4.55119,4.79139,4.88418,4.4887,4.38284,3.85593,3.28743,3.85083,4.01204,3.9444,4.05519,4.50196,4.22233,4.83254,5.60116,5.64178,6.65255,6.65208,6.88758,7.01491,7.21923,7.99331,8.7545,8.63965,8.96663,10.1231,10.1159,10.8745,11.2124,12.0505
Upper-middle-income countries,4.12663,4.27652,4.11652,4.55597,4.60068,4.71032,4.55806,4.51508,4.47637,4.71256,4.53532,4.71645,4.84917,5.00273,5.21643,5.54334,5.71592,5.69426,5.85129,6.14519,7.11033,7.13279,7.18878,7.41984,7.38304,7.3481,7.38682,7.54805,8.1511,8.27739,8.66724,8.55896,8.58297,8.86512,8.66179,8.74439,8.61065,8.53683,7.89906,7.96877,7.84878,7.8363,7.80443,8.58385,8.49151,8.93766,8.60196,9.23629,9.45838,10.1308,10.6528,11.2899,11.72,12.3376,13.013,13.6618,14.002,14.9352,15.2688,16.6799
Uzbekistan,3.24398,2.81016,3.95616,4.15865,3.0844,3.56163,3.27783,3.60154,4.04883,3.98093,3.39809,3.47911,3.1041,3.0929,2.72535,2.75036,2.79307,2.77814,3.53244,3.17222,3.29781,2.98614,3.08625,2.21452,3.25301,4.0693,2.69982,3.01963,2.94486,2.78473,2.82682,3.31934,3.69822,2.72953,2.95955,2.29312,2.16712,2.38732,3.10445,4.58173,,,,,,,,,,,,,,,,,,,,
Venezuela,1.98849,2.00718,2.23289,3.47854,3.99506,5.0952,6.58855,6.96287,6.29013,7.53436,8.39968,9.10278,9.39336,9.24424,9.76435,8.93267,8.9063,9.15466,10.5028,11.5514,12.5894,13.0205,16.0054,17.0512,17.1389,17.2099,20.633,20.2279,20.5378,20.4343,19.8999,21.3919,21.5234,21.7025,23.3474,22.9622,20.7048,20.2572,22.8002,23.5925,24.7975,23.6613,22.9629,23.2173,22.6124,21.1514,21.6311,20.2283,20.3915,20.5013,19.8062,18.0152,20.355,22.6498,24.0501,32.0812,28.1573,26.4843,25.759,25.8403
Vietnam,3.21305,2.10716,1.68555,1.81455,1.72824,1.84089,2.11307,1.49788,1.4124,1.89965,2.03467,3.92032,3.94781,5.078,5.8929,7.67092,7.75143,7.51118,5.62615,7.29923,6.68357,5.87013,5.1259,6.64262,15.0158,19.5808,22.6761,23.7614,22.9168,23.8197,23.4674,23.2247,19.5264,17.158,20.617,19.1071,21.0607,19.0663,18.345,14.0078,12.1576,15.7656,16.3493,15.1819,17.0536,13.9309,18.0793,22.488,22.9345,22.2214,17.797,18.6529,23.1168,19.6555,14.9141,17.2762,22.1601,25.3122,21.3879,21.5341
Western Africa (EI),2.31007,4.25941,8.64479,12.9172,15.4565,16.5898,14.1431,14.3059,14.7607,15.2343,14.9365,14.6208,13.6676,11.5394,13.9513,13.2644,11.8287,11.0578,7.32963,7.14469,10.6362,13.0859,12.2564,12.7221,13.0878,13.7005,14.9683,14.2405,13.5594,13.5624,13.8252,13.26,13.5895,10.5913,12.4045,12.3665,11.55,11.0998,10.0762,10.0314,10.3297,9.99056,8.51543,9.01216,9.72073,10.1922,8.87285,8.33519,7.66161,7.44364,5.82968,6.80042,6.60941,6.64443,7.15215,7.04322,6.63477,6.96389,7.74889,7.94232
